Devname1,Devname2,Tossingprob
darin.eclipse,ccc,3.41E-03
darin.eclipse,cdeadmin,6.83E-03
darin.eclipse,chanskw,1.71E-02
darin.eclipse,chris,1.71E-02
darin.eclipse,cocoakevin,2.05E-02
darin.eclipse,ctilt,3.41E-03
darin.eclipse,curtispd,3.41E-03
darin.eclipse,cwindatt,4.44E-02
darin.eclipse,daniel_megert,1.02E-02
darin.eclipse,darin_swanson,4.44E-02
darin.eclipse,darin_wright,2.05E-02
darin.eclipse,david.green,3.41E-03
darin.eclipse,dejan,1.37E-02
darin.eclipse,denis.roy,1.02E-02
darin.eclipse,dirk_baeumer,3.41E-03
darin.eclipse,dj_houghton,1.02E-02
darin.eclipse,dltk.common-inbox,3.41E-03
darin.eclipse,douglas.pollock,3.41E-03
darin.eclipse,eclipse,1.71E-02
darin.eclipse,eclipsebugs,3.41E-03
darin.eclipse,eharris,3.41E-03
darin.eclipse,ekuleshov,3.41E-03
darin.eclipse,erich_gamma,2.39E-02
darin.eclipse,frederic_fusier,3.41E-03
darin.eclipse,gary_barbon,3.41E-03
darin.eclipse,jared-eclipse,3.07E-02
darin.eclipse,jared_burns,2.73E-02
darin.eclipse,jaredburns,2.73E-02
darin.eclipse,jdt-core-inbox,1.71E-02
darin.eclipse,jdt-debug-inbox,3.41E-03
darin.eclipse,jdt-text-inbox,3.41E-03
darin.eclipse,jdt-ui-inbox,3.41E-02
darin.eclipse,joe_szurszewski,3.41E-02
darin.eclipse,john_arthorne,3.41E-03
darin.eclipse,jsdt.javascript-inbox,3.41E-03
darin.eclipse,kai-uwe_maetzel,3.41E-03
darin.eclipse,kevin_haaland,1.37E-02
darin.eclipse,krbarnes,3.07E-02
darin.eclipse,krzysztof.daniel,3.41E-03
darin.eclipse,luc_bourlier,2.39E-02
darin.eclipse,markus_keller,6.83E-03
darin.eclipse,martin.oberhuber,3.41E-03
darin.eclipse,martin_aeschlimann,3.41E-03
darin.eclipse,michael_rennie,3.75E-02
darin.eclipse,michael_valenta,3.41E-03
darin.eclipse,mike_wilson,6.83E-03
darin.eclipse,mylyn-inbox,3.41E-03
darin.eclipse,nick_edgar,6.83E-03
darin.eclipse,olivier_thomann,1.71E-02
darin.eclipse,paulacox,3.41E-03
darin.eclipse,pawel.1.piech,3.41E-03
darin.eclipse,pawel.piech,3.41E-03
darin.eclipse,pde-apitools-inbox,1.02E-02
darin.eclipse,pde-build-inbox,3.41E-03
darin.eclipse,pde-ui-inbox,3.07E-02
darin.eclipse,philippe_mulet,1.02E-02
darin.eclipse,platform-ant-inbox,1.37E-02
darin.eclipse,platform-core-inbox,1.37E-02
darin.eclipse,platform-debug-inbox,3.41E-03
darin.eclipse,platform-doc-inbox,6.83E-03
darin.eclipse,platform-releng-inbox,1.02E-02
darin.eclipse,platform-runtime-inbox,1.02E-02
darin.eclipse,platform-search-inbox,3.41E-03
darin.eclipse,platform-swt-inbox,3.07E-02
darin.eclipse,platform-team-inbox,3.41E-03
darin.eclipse,platform-text-inbox,2.39E-02
darin.eclipse,platform-ua-inbox,3.41E-03
darin.eclipse,platform-ui-inbox,3.07E-02
darin.eclipse,pnehrer,3.41E-03
darin.eclipse,ptp-inbox,3.41E-03
darin.eclipse,pwebster,3.41E-03
darin.eclipse,rabone,3.41E-03
darin.eclipse,sarika.sinha,3.41E-03
darin.eclipse,silenio_quarti,3.41E-03
darin.eclipse,sisikawa,3.41E-03
darin.eclipse,stevenyj,3.41E-03
darin.eclipse,sxenos,3.41E-03
darin.eclipse,tim,3.41E-03
darin.eclipse,vivien.bugs,3.41E-03
darin.eclipse,webmaster,3.41E-03
darin.eclipse,wst-inbox,6.83E-03
darin.eclipse,zx,6.83E-03
darin_swanson,andre_weinand,8.47E-03
darin_swanson,chanskw,8.47E-03
darin_swanson,cocoakevin,2.54E-02
darin_swanson,darin.eclipse,5.93E-02
darin_swanson,darin_wright,5.08E-02
darin_swanson,david_williams,8.47E-03
darin_swanson,dejan,8.47E-03
darin_swanson,denis.roy,8.47E-03
darin_swanson,douglas.pollock,8.47E-03
darin_swanson,eclipse,2.54E-02
darin_swanson,equinox.p2-inbox,8.47E-03
darin_swanson,erich_gamma,2.54E-02
darin_swanson,fuse,8.47E-03
darin_swanson,gavlin,8.47E-03
darin_swanson,jared-eclipse,3.39E-02
darin_swanson,jared_burns,5.08E-02
darin_swanson,jaredburns,5.08E-02
darin_swanson,jcagle,8.47E-03
darin_swanson,jdt-core-inbox,2.54E-02
darin_swanson,jdt-debug-inbox,8.47E-03
darin_swanson,jdt-ui-inbox,3.39E-02
darin_swanson,joe_szurszewski,8.47E-03
darin_swanson,john_arthorne,2.54E-02
darin_swanson,jst.j2ee-inbox,1.69E-02
darin_swanson,kevin_haaland,8.47E-03
darin_swanson,kevin_mcguire,8.47E-03
darin_swanson,kim.moir,8.47E-03
darin_swanson,krbarnes,5.08E-02
darin_swanson,luc_bourlier,5.08E-02
darin_swanson,michael_rennie,3.39E-02
darin_swanson,michael_valenta,8.47E-03
darin_swanson,nick_edgar,2.54E-02
darin_swanson,pde-build-inbox,2.54E-02
darin_swanson,pde-ui-inbox,8.47E-03
darin_swanson,philippe_mulet,1.69E-02
darin_swanson,platform-ant-inbox,3.39E-02
darin_swanson,platform-core-inbox,1.69E-02
darin_swanson,platform-debug-inbox,8.47E-03
darin_swanson,platform-releng-inbox,2.54E-02
darin_swanson,platform-resources-inbox,8.47E-03
darin_swanson,platform-runtime-inbox,8.47E-03
darin_swanson,platform-swt-inbox,2.54E-02
darin_swanson,platform-text-inbox,8.47E-03
darin_swanson,platform-ua-inbox,8.47E-03
darin_swanson,platform-ui-inbox,3.39E-02
darin_swanson,robert.watkins,8.47E-03
darin_swanson,tod_creasey,1.69E-02
darin_swanson,wassim.melhem,8.47E-03
darin_swanson,wassimm,8.47E-03
darin_swanson,webmaster,8.47E-03
darin_wright,aeschli,1.92E-02
darin_wright,andre_weinand,1.92E-02
darin_wright,baumanbr,3.85E-02
darin_wright,caniszczyk,3.85E-02
darin_wright,cocoakevin,1.92E-02
darin_wright,cwindatt,5.77E-02
darin_wright,daniel_megert,5.77E-02
darin_wright,darin.eclipse,2.88E-01
darin_wright,darin_swanson,1.15E-01
darin_wright,eclipse,3.85E-02
darin_wright,frederic_fusier,1.92E-02
darin_wright,gr.grzybek,1.92E-02
darin_wright,jared_burns,7.69E-02
darin_wright,markus_keller,1.92E-02
darin_wright,michael_rennie,5.77E-02
darin_wright,nick_edgar,1.92E-02
darin_wright,pawel.1.piech,1.92E-02
darin_wright,pwebster,1.92E-02
darin_wright,richkulp,1.92E-02
darin_wright,szymon.brandys,1.92E-02
darin_wright,wayne,1.92E-02
darius.jockel,sven.efftinge,1
dariusz.luksza,caniszczyk,8.33E-02
dariusz.luksza,daniel_megert,8.33E-02
dariusz.luksza,egit.core-inbox,8.33E-02
dariusz.luksza,jamesblackburn+eclipse,8.33E-02
dariusz.luksza,matthias.sohn,8.33E-02
dariusz.luksza,michael.ochmann,8.33E-02
dariusz.luksza,robin,1.67E-01
dariusz.luksza,robin.rosenberg,8.33E-02
dariusz.luksza,stefan.lay,2.50E-01
darlanpo,rlu,1
darryl,deboer,1
dash-inbox,digulla,1
dash.commonbuilder-inbox,nickboldt,5.00E-01
dash.commonbuilder-inbox,wayne,5.00E-01
dash.eclipsemonkey-inbox,ketanpadegaonkar,1
daswani,platform-ui-inbox,1
daudel,david_audel,1
dave.daoust,alain,3.13E-02
dave.daoust,aniefer,6.25E-02
dave.daoust,bnicolle,3.13E-02
dave.daoust,cdt-core-inbox,6.25E-02
dave.daoust,cdt-doc-inbox,3.13E-02
dave.daoust,cwiebe,6.25E-02
dave.daoust,dave_williams,6.25E-02
dave.daoust,devinsteffler.lists,3.13E-02
dave.daoust,dschaefe,6.25E-02
dave.daoust,dschaefer,1.25E-01
dave.daoust,ed,3.13E-02
dave.daoust,gheorghe,3.13E-02
dave.daoust,hamer,6.25E-02
dave.daoust,jcamelon,3.13E-02
dave.daoust,khapitas,3.13E-02
dave.daoust,leo.treggiari,3.13E-02
dave.daoust,markus.schorn,3.13E-02
dave.daoust,sevoy,9.38E-02
dave.daoust,twolff,3.13E-02
dave.daoust,vhirsl,6.25E-02
dave_thomson,randy_giffen,1
dave_williams,dave.daoust,6.67E-01
dave_williams,hamer,3.33E-01
daveo,myersj,5.00E-01
daveo,richkulp,5.00E-01
david,jdt-ui-inbox,2.50E-01
david,markus_keller,2.50E-01
david,tobias_widmer,5.00E-01
david.green,bart.schuller,4.76E-02
david.green,caniszczyk,4.76E-02
david.green,cocoakevin,4.76E-02
david.green,dgreen99,4.76E-02
david.green,equinox.p2-inbox,9.52E-02
david.green,ian.skerrett,4.76E-02
david.green,marketplace-inbox,4.76E-02
david.green,mik.kersten,1.43E-01
david.green,mpc.install-inbox,4.76E-02
david.green,platform-swt-inbox,9.52E-02
david.green,steffen.pingel,2.38E-01
david.green,thomas,4.76E-02
david.green,torkildr,4.76E-02
david.mccann,blaise.doughan,1.11E-01
david.mccann,denise.mahar,2.22E-01
david.mccann,eclipselink.oxm-inbox,1.11E-01
david.mccann,edwin.tang,1.11E-01
david.mccann,matt.macivor,2.22E-01
david.mccann,michael.norman,1.11E-01
david.mccann,rick.barkhouse,1.11E-01
david.minsky,andrei.ilitchev,5.00E-01
david.minsky,gordon.yorke,5.00E-01
david.olsen,aniefer,1
david.porter,davidporter65,1
david.schneider,david_williams,1
david.sciamma,cedric.brun,1
david.servat,raphael.faudou,5.00E-01
david.servat,yann.tanguy,5.00E-01
david.shepherd,steffen.pingel,1
david.twelves,blaise.doughan,1.30E-01
david.twelves,christopher.delahunt,4.35E-02
david.twelves,david.mccann,1.30E-01
david.twelves,denise.mahar,4.35E-02
david.twelves,eclipselink.foundation-inbox,4.35E-02
david.twelves,eclipselink.utils-inbox,4.35E-02
david.twelves,eric.gwin,1.30E-01
david.twelves,james.sutherland,8.70E-02
david.twelves,matt.macivor,1.74E-01
david.twelves,michael.norman,4.35E-02
david.twelves,rick.barkhouse,1.30E-01
david_audel,aeschli,4.88E-02
david_audel,daniel_megert,2.44E-02
david_audel,erich_gamma,4.88E-02
david_audel,frederic_fusier,9.76E-02
david_audel,jdt-text-inbox,1.71E-01
david_audel,jdt-ui-inbox,9.76E-02
david_audel,jerome_lanneluc,9.76E-02
david_audel,jim_des_rivieres,2.44E-02
david_audel,kent_johnson,4.88E-02
david_audel,kevin_mcguire,2.44E-02
david_audel,markus_keller,2.44E-02
david_audel,maxime_daniel,2.44E-02
david_audel,olivier_thomann,9.76E-02
david_audel,philippe_mulet,2.44E-02
david_audel,platform-core-inbox,2.44E-02
david_audel,pradeepb,2.44E-02
david_audel,srikanth_sankaran,4.88E-02
david_audel,tobys,2.44E-02
david_audel,xucheng,2.44E-02
david_dykstal,cdeadmin,9.09E-02
david_dykstal,ddykstal.eclipse,2.73E-01
david_dykstal,dmcknigh,9.09E-02
david_dykstal,eclipse,1.82E-01
david_dykstal,kjdoyle,9.09E-02
david_dykstal,martin.oberhuber,9.09E-02
david_dykstal,uwe.stieber,1.82E-01
david_jencks,gregw,1
david_lavin,dboxer,1
david_springgay,kevin_haaland,2.00E-01
david_springgay,nick_edgar,4.00E-01
david_springgay,randy_giffen,2.00E-01
david_springgay,unknown,2.00E-01
david_whiteman,amehrega,3.33E-01
david_whiteman,dlwhiteman,6.67E-01
david_williams,amywu,4.51E-02
david_williams,andreasfrey,3.76E-03
david_williams,aniefer,3.76E-03
david_williams,anthonyh,3.76E-03
david_williams,austin.riddle,3.76E-03
david_williams,babel.core-inbox,3.76E-03
david_williams,berkland,3.76E-03
david_williams,bfraser,3.76E-03
david_williams,birt-build-inbox,3.76E-03
david_williams,bjorn.freeman-benson,7.52E-03
david_williams,boris_bokowski,3.76E-03
david_williams,btripkov,3.76E-03
david_williams,caniszczyk,7.52E-03
david_williams,cbrealey,7.52E-03
david_williams,cbridgha,1.50E-02
david_williams,ccc,1.50E-02
david_williams,cdamus,3.76E-03
david_williams,cdeadmin,3.76E-03
david_williams,cross-project.inbox,3.76E-03
david_williams,csalter,3.38E-02
david_williams,d_a_carver,1.50E-02
david_williams,dali.general-inbox,3.76E-03
david_williams,daniel_megert,3.76E-03
david_williams,darin_swanson,3.76E-03
david_williams,deboer,7.52E-03
david_williams,denis.roy,3.76E-03
david_williams,dennis.huebner,3.76E-03
david_williams,dj_houghton,1.13E-02
david_williams,dschaefer,3.76E-03
david_williams,dtp.connectivity-inbox,3.76E-03
david_williams,dtp.sqldevtools-inbox,3.76E-03
david_williams,ebelisar,7.52E-03
david_williams,ed.merks,3.76E-03
david_williams,epp.packager-inbox,3.76E-03
david_williams,equinox.framework-inbox,3.76E-03
david_williams,for.work.things,1.13E-02
david_williams,g.watson,3.76E-03
david_williams,ganoro,3.76E-03
david_williams,gercan,3.76E-03
david_williams,gorkem.ercan,3.76E-03
david_williams,gunnar,3.76E-03
david_williams,hjzhang,3.76E-03
david_williams,holbitlan,3.76E-03
david_williams,ian.skerrett,3.76E-03
david_williams,ian.trimble,3.76E-03
david_williams,jan.sievers,3.76E-03
david_williams,jdt-ui-inbox,3.76E-03
david_williams,jeffliu,1.13E-02
david_williams,jensseidel,3.76E-03
david_williams,jesper,1.13E-02
david_williams,jlanuti,1.13E-02
david_williams,jljlmatu,3.76E-03
david_williams,john_arthorne,7.52E-03
david_williams,jsf-inbox,3.76E-03
david_williams,jsf.core-inbox,7.52E-03
david_williams,jsf.ui-inbox,3.76E-03
david_williams,jsholl,7.52E-03
david_williams,jst.ejb-inbox,7.52E-03
david_williams,jst.j2ee-inbox,2.26E-02
david_williams,jst.jsp-inbox,1.13E-02
david_williams,jst.server-inbox,1.13E-02
david_williams,jst.servlet-inbox,7.52E-03
david_williams,jst.ws-inbox,1.13E-02
david_williams,kaloyan.raev,7.52E-03
david_williams,karasiuk,7.52E-03
david_williams,karl.matthias,3.76E-03
david_williams,katep,7.52E-03
david_williams,kathy,3.76E-03
david_williams,kboo,3.76E-03
david_williams,kchong,7.52E-03
david_williams,ketanpadegaonkar,3.76E-03
david_williams,kitlo,7.52E-03
david_williams,kosta,1.13E-02
david_williams,larry.isaacs,7.52E-03
david_williams,ledunnel,3.76E-03
david_williams,lmandel,3.76E-02
david_williams,martin.oberhuber,7.52E-03
david_williams,mdelder,3.76E-03
david_williams,michael_rennie,3.76E-03
david_williams,mistria,3.76E-03
david_williams,mknauer,3.76E-03
david_williams,mkolb,3.76E-03
david_williams,naci.dai,7.52E-03
david_williams,nagrawal,3.76E-03
david_williams,neil.hauge,3.76E-03
david_williams,nickboldt,3.76E-03
david_williams,nitind,4.51E-02
david_williams,nsandona,1.50E-02
david_williams,ohurley,7.52E-03
david_williams,oisin.hurley,3.76E-03
david_williams,oliver.wolf,3.76E-03
david_williams,overholt,3.76E-03
david_williams,pascal,3.76E-03
david_williams,paul,3.76E-03
david_williams,pavery,2.63E-02
david_williams,pde-ui-inbox,3.76E-03
david_williams,php.ui-inbox,3.76E-03
david_williams,platform-ant-inbox,3.76E-03
david_williams,platform-cvs-inbox,3.76E-03
david_williams,platform-releng-inbox,3.76E-03
david_williams,platform-swt-inbox,3.76E-03
david_williams,platform-ua-inbox,7.52E-03
david_williams,platform-ui-inbox,7.52E-03
david_williams,platform-update-inbox,3.76E-03
david_williams,pmoogk,3.76E-03
david_williams,portal-inbox,3.76E-03
david_williams,raghunathan.srinivasan,3.76E-03
david_williams,roy,3.76E-03
david_williams,ryan.d.brooks,3.76E-03
david_williams,ryman,7.52E-03
david_williams,schoenbach,3.76E-03
david_williams,seva.lapsha,3.76E-03
david_williams,simon_kaegi,3.76E-03
david_williams,sspeiche,3.76E-03
david_williams,steffen.pingel,3.76E-03
david_williams,susan_franklin,3.76E-03
david_williams,thomas,3.76E-03
david_williams,tom.ware,3.76E-03
david_williams,tomasz.zarna,3.76E-03
david_williams,tran.le,1.13E-02
david_williams,vbaciu,1.13E-02
david_williams,vbhadrir,3.76E-03
david_williams,vivkong,3.76E-03
david_williams,webmaster,7.52E-03
david_williams,webtools.documentation-inbox,3.76E-03
david_williams,webtools.education-inbox,3.76E-03
david_williams,webtools.releng-inbox,3.76E-03
david_williams,wharley,7.52E-03
david_williams,wst.common-inbox,7.52E-03
david_williams,wst.dtd-inbox,3.76E-03
david_williams,wst.javascript-inbox,1.50E-02
david_williams,wst.rdb-inbox,7.52E-03
david_williams,wst.server-inbox,7.52E-03
david_williams,wst.sse-inbox,1.50E-02
david_williams,wst.validation-inbox,3.76E-03
david_williams,wst.web-inbox,3.76E-03
david_williams,wst.ws-inbox,1.13E-02
david_williams,wst.wsdl-inbox,7.52E-03
david_williams,wst.xml-inbox,3.76E-03
david_williams,wst.xsd-inbox,7.52E-03
david_williams,wst.xsl-inbox,7.52E-03
david_williams,wuamy,7.52E-03
david_williams,zx,3.76E-03
davidb,a_markevich,1
davidms,cedric.brun,4.35E-02
davidms,codeslave,4.35E-02
davidms,ed.merks,3.04E-01
davidms,emf.compare-inbox,4.35E-02
davidms,james_moody,4.35E-02
davidms,kenn.hussey,4.35E-02
davidms,kitlo,4.35E-02
davidms,marcelop,1.30E-01
davidms,mdt-uml2-inbox,4.35E-02
davidms,nickboldt,1.30E-01
davidms,tom.schindl,4.35E-02
davidms,vramaswa,8.70E-02
dbb.posting,michael.f.obrien,1
dberindei,alexander.gurov,1
dbornkessel,pascal,1
dconmy,platform-swt-inbox,1
dcorbin,erich_gamma,1
dcummin,crevells,5.00E-01
dcummin,ldamus,5.00E-01
dd.general-inbox,marc.khouzam,3.33E-01
dd.general-inbox,pawel.1.piech,3.33E-01
dd.general-inbox,ted,3.33E-01
ddaoust,dave.daoust,6.00E-01
ddaoust,khapitas,2.00E-01
ddaoust,mikhail.sennikovskiy,2.00E-01
ddykstal.eclipse,david_dykstal,1.30E-01
ddykstal.eclipse,dmcknigh,1.30E-01
ddykstal.eclipse,dsdp.tm.rse-inbox,4.35E-02
ddykstal.eclipse,g.watson,4.35E-02
ddykstal.eclipse,javier.montalvoorus,1.30E-01
ddykstal.eclipse,kmunir,2.61E-01
ddykstal.eclipse,martin.oberhuber,8.70E-02
ddykstal.eclipse,michael.scharf,4.35E-02
ddykstal.eclipse,php.core-inbox,4.35E-02
ddykstal.eclipse,uwe.stieber,4.35E-02
ddykstal.eclipse,xuanchen,4.35E-02
dean_roberts,aniefer,3.57E-02
dean_roberts,bsd,3.57E-02
dean_roberts,camle,1.43E-01
dean_roberts,dirk_baeumer,3.57E-02
dean_roberts,dj_houghton,7.14E-02
dean_roberts,emoffatt,3.57E-02
dean_roberts,jean-michel_lemieux,3.57E-02
dean_roberts,jim_des_rivieres,3.57E-02
dean_roberts,kevin_haaland,3.57E-02
dean_roberts,kim.moir,7.14E-02
dean_roberts,martin.boel,3.57E-02
dean_roberts,michael_valenta,3.57E-02
dean_roberts,peter_burka,3.57E-02
dean_roberts,platform-ui-inbox,3.57E-02
dean_roberts,remy.suen,7.14E-02
dean_roberts,sonia_dimitrov,2.14E-01
dean_roberts,veronika_irvine,3.57E-02
debajit.adhikary,cameron.bateman,1.67E-01
debajit.adhikary,carlin.rogers,1.67E-01
debajit.adhikary,cdeadmin,3.33E-01
debajit.adhikary,gerry.kessler,1.67E-01
debajit.adhikary,ian.trimble,1.67E-01
debbie_wilson,aeidsnes,5.29E-03
debbie_wilson,alain,1.06E-02
debbie_wilson,bbiggs,5.29E-03
debbie_wilson,cdt-core-inbox,5.29E-03
debbie_wilson,chris_mclaren,8.47E-02
debbie_wilson,csmclaren,5.29E-03
debbie_wilson,dejan,4.23E-02
debbie_wilson,dj_houghton,5.29E-03
debbie_wilson,douglas.pollock,6.35E-02
debbie_wilson,eclipse,1.06E-02
debbie_wilson,ed.burnette,5.29E-03
debbie_wilson,jdt-text-inbox,5.29E-03
debbie_wilson,jdt-ui-inbox,2.12E-02
debbie_wilson,jeffmcaffer,5.29E-03
debbie_wilson,kim_horne,3.17E-02
debbie_wilson,knut_radloff,2.65E-02
debbie_wilson,lynne_kues,2.12E-02
debbie_wilson,michael_van_meekeren,5.29E-03
debbie_wilson,mvm,8.47E-02
debbie_wilson,nick_edgar,8.99E-02
debbie_wilson,pde-ui-inbox,1.59E-02
debbie_wilson,platform-ant-inbox,5.29E-03
debbie_wilson,platform-core-inbox,3.17E-02
debbie_wilson,platform-debug-inbox,5.29E-03
debbie_wilson,platform-doc-inbox,5.29E-03
debbie_wilson,platform-help-inbox,1.06E-02
debbie_wilson,platform-search-inbox,1.59E-02
debbie_wilson,platform-swt-inbox,2.65E-02
debbie_wilson,platform-team-inbox,1.59E-02
debbie_wilson,platform-text-inbox,2.65E-02
debbie_wilson,platform-ui-inbox,4.23E-02
debbie_wilson,platform-update-inbox,5.29E-03
debbie_wilson,platform-vcm-inbox,1.59E-02
debbie_wilson,platform-webdav-inbox,5.29E-03
debbie_wilson,rodrigo,5.29E-03
debbie_wilson,simon_arsenault,7.41E-02
debbie_wilson,sxenos,4.23E-02
debbie_wilson,tod_creasey,1.16E-01
deboer,aklyo,1.25E-02
deboer,arvera,3.75E-02
deboer,berkland,1.25E-02
deboer,billy.biggs,1.25E-02
deboer,cbrealey,1.25E-02
deboer,cbridgha,1.25E-02
deboer,cdeadmin,1.25E-02
deboer,cian.quinlan,1.25E-02
deboer,csalter,1.25E-02
deboer,danjou,1.25E-02
deboer,david_williams,1.25E-02
deboer,dkoo,1.25E-02
deboer,emoffatt,1.25E-02
deboer,eyuen,1.25E-02
deboer,francis,1.25E-02
deboer,gercan,1.13E-01
deboer,gernot.eger,1.25E-02
deboer,gorkem.ercan,1.25E-02
deboer,ianhe,1.25E-02
deboer,jlanuti,1.25E-02
deboer,john.oshea,1.25E-02
deboer,jsf.ui-inbox,1.25E-02
deboer,jst.j2ee-inbox,8.75E-02
deboer,jst.jsp-inbox,1.25E-02
deboer,jst.ws-inbox,1.25E-02
deboer,kaloyan.r,1.25E-02
deboer,kchong,1.25E-02
deboer,kosta,1.25E-02
deboer,larry.isaacs,6.25E-02
deboer,lmandel,1.25E-02
deboer,mfaraj,1.25E-02
deboer,naci.dai,3.75E-02
deboer,platform-swt-inbox,1.25E-02
deboer,platform-ua-inbox,1.25E-02
deboer,rfrost,1.25E-02
deboer,ryman,1.25E-02
deboer,sinan.konya,5.00E-02
deboer,sppatel2,1.25E-02
deboer,tod_creasey,1.25E-02
deboer,webtools.documentation-inbox,1.25E-02
deboer,wst.common-inbox,6.25E-02
deboer,wst.javascript-inbox,2.50E-02
deboer,wst.rdb-inbox,1.25E-02
deboer,wst.sse-inbox,1.25E-02
deboer,wst.validation-inbox,1.25E-02
deboer,wst.web-inbox,3.75E-02
deboer,wst.ws-inbox,1.25E-02
deboer,wst.xml-inbox,1.25E-02
deepa,merks,5.00E-01
deepa,nickboldt,5.00E-01
deepak.azad,daniel_megert,2.31E-01
deepak.azad,darin.eclipse,7.69E-02
deepak.azad,deepakazad,3.85E-01
deepak.azad,markus_keller,2.31E-01
deepak.azad,satyam.kandula,7.69E-02
deepakazad,daniel_megert,2.50E-01
deepakazad,deepak.azad,2.50E-01
deepakazad,jdt-core-inbox,8.33E-02
deepakazad,jdt-debug-inbox,8.33E-02
deepakazad,jdt-text-inbox,8.33E-02
deepakazad,jdt-ui-inbox,8.33E-02
deepakazad,raksha.vasisht,1.67E-01
dejan,adrian.skehill,5.46E-03
dejan,aeschli,5.46E-03
dejan,agarcher,2.73E-02
dejan,andre_weinand,1.09E-02
dejan,andrewbachmann,5.46E-03
dejan,aniefer,1.09E-02
dejan,artyom.kuanbekov,5.46E-03
dejan,bahepbur,5.46E-03
dejan,birsan,1.64E-02
dejan,birt-report-inbox,5.46E-03
dejan,btripkov,3.83E-02
dejan,bxu,5.46E-03
dejan,cdeadmin,5.46E-03
dejan,celek,4.92E-02
dejan,cgold,1.64E-02
dejan,cgwong,1.64E-02
dejan,cherie.wong,5.46E-03
dejan,curtispd,2.19E-02
dejan,cwindatt,5.46E-03
dejan,daniel_megert,5.46E-03
dejan,darin.eclipse,5.46E-03
dejan,deboer,4.37E-02
dejan,dj_houghton,5.46E-03
dejan,dwhare,5.46E-03
dejan,eclipse,5.46E-03
dejan,erich_gamma,3.28E-02
dejan,gef-inbox,5.46E-03
dejan,jared_burns,5.46E-03
dejan,jdt-core-inbox,5.46E-03
dejan,jdt-doc-inbox,5.46E-03
dejan,jdt-ui-inbox,2.73E-02
dejan,jim_des_rivieres,1.09E-02
dejan,kdkelley,1.64E-02
dejan,kent_johnson,5.46E-03
dejan,kevin_haaland,5.46E-03
dejan,kevin_mcguire,1.09E-02
dejan,kim_horne,5.46E-03
dejan,klicnik,5.46E-03
dejan,konradk,5.46E-03
dejan,kratky,5.46E-03
dejan,lparsons,3.28E-02
dejan,mfaraj,7.10E-02
dejan,michaelvanmeekeren,5.46E-03
dejan,mike_wilson,1.64E-02
dejan,mpawlow,5.46E-03
dejan,nick_edgar,4.37E-02
dejan,pde-build-inbox,5.46E-03
dejan,pde-core-inbox,1.09E-02
dejan,pde-doc-inbox,5.46E-03
dejan,pde-ui-inbox,2.73E-02
dejan,platform-core-inbox,5.46E-03
dejan,platform-doc-inbox,5.46E-03
dejan,platform-help-inbox,5.46E-03
dejan,platform-releng-inbox,5.46E-03
dejan,platform-swt-inbox,3.28E-02
dejan,platform-text-inbox,5.46E-03
dejan,platform-ua-inbox,3.28E-02
dejan,platform-ui-inbox,4.92E-02
dejan,platform-update-inbox,1.09E-02
dejan,sdavids,5.46E-03
dejan,sonia_dimitrov,5.46E-03
dejan,sridhar,5.46E-03
dejan,wassim.melhem,3.83E-02
dejan,wassimm,7.10E-02
dejan,wayne,5.46E-03
dejan,webmaster,5.46E-03
delee,cmjaun,3.33E-01
delee,ebordeau,3.33E-01
delee,gindik,3.33E-01
delmyers.cs,irbull,5.00E-01
delmyers.cs,steffen.pingel,5.00E-01
denis.roy,anne.jacko,2.33E-02
denis.roy,antoine,7.75E-03
denis.roy,anton.leherbauer,7.75E-03
denis.roy,aspectj-inbox,7.75E-03
denis.roy,babel.server-inbox,7.75E-03
denis.roy,birt-build-inbox,7.75E-03
denis.roy,bjorn.freeman-benson,2.33E-02
denis.roy,caniszczyk,7.75E-03
denis.roy,carolynmacleod4,7.75E-03
denis.roy,codeslave,7.75E-03
denis.roy,cross-project.inbox,1.55E-02
denis.roy,d_a_carver,7.75E-03
denis.roy,daniel_megert,2.33E-02
denis.roy,dash-inbox,7.75E-03
denis.roy,dash.commonbuilder-inbox,7.75E-03
denis.roy,dash.eclipsemonkey-inbox,7.75E-03
denis.roy,david_williams,1.55E-02
denis.roy,dennis.huebner,2.33E-02
denis.roy,digulla,7.75E-03
denis.roy,dj_houghton,7.75E-03
denis.roy,donald,7.75E-03
denis.roy,e4.orion-inbox,7.75E-03
denis.roy,eclipse-bugs,7.75E-03
denis.roy,eclipse.sprigogin,7.75E-03
denis.roy,ed,7.75E-03
denis.roy,ed.burnette,7.75E-03
denis.roy,egit.core-inbox,7.75E-03
denis.roy,elias,7.75E-03
denis.roy,emf.compare-inbox,7.75E-03
denis.roy,emoffatt,7.75E-03
denis.roy,epp.packager-inbox,7.75E-03
denis.roy,equinox.p2-inbox,7.75E-03
denis.roy,equinox.website-inbox,7.75E-03
denis.roy,filip.hrbek,7.75E-03
denis.roy,forums-inbox,7.75E-03
denis.roy,foundation.ipzilla-inbox,1.55E-02
denis.roy,gef-inbox,7.75E-03
denis.roy,gunnar,1.55E-02
denis.roy,ian.skerrett,7.75E-03
denis.roy,ian.trimble,7.75E-03
denis.roy,jacek.pospychala,7.75E-03
denis.roy,janet.campbell,2.33E-02
denis.roy,jdt-core-inbox,7.75E-03
denis.roy,jdt-debug-inbox,7.75E-03
