Devname1,Devname2,Tossingprob
116057,bugspam.callek,1.67E-01
116057,bugzilla,1.67E-01
116057,bugzilla-mozilla-20000923,1.67E-01
116057,darin.moz,1.67E-01
116057,roc,1.67E-01
116057,steffen.wilberg,1.67E-01
1212mozilla,susiew,1
13964001012,brant,1
15electronicmotor,wkocher,1
2009-bugzilla,asa,5.26E-02
2009-bugzilla,bclary,5.26E-02
2009-bugzilla,bob,1.05E-01
2009-bugzilla,bugzilla,5.26E-02
2009-bugzilla,bzbarsky,5.26E-02
2009-bugzilla,caillon,5.26E-02
2009-bugzilla,gerv,5.26E-02
2009-bugzilla,gordon,5.26E-02
2009-bugzilla,hyatt,5.26E-02
2009-bugzilla,joki,5.26E-02
2009-bugzilla,karnaze,5.26E-02
2009-bugzilla,momoi,5.26E-02
2009-bugzilla,pkasting,5.26E-02
2009-bugzilla,pschwartau,5.26E-02
2009-bugzilla,rods,5.26E-02
2009-bugzilla,security-bugs,5.26E-02
2009-bugzilla,timeless,5.26E-02
2009-bugzilla,z-aillon.c-obsolete2,5.26E-02
21,aaron.train,2.33E-02
21,ahoza,2.33E-02
21,anamaria.moldovan,2.33E-02
21,andreea.pod,2.33E-02
21,ben,6.98E-02
21,cajbir.bugzilla,2.33E-02
21,dao,2.33E-02
21,dbaron,2.33E-02
21,dolske,2.33E-02
21,dougt,4.65E-02
21,ehsan,2.33E-02
21,gavin.sharp,6.98E-02
21,jap,2.33E-02
21,mark.finkle,1.40E-01
21,mbrubeck,9.30E-02
21,mozaakash,6.98E-02
21,mrbkap,2.33E-02
21,mwu,2.33E-02
21,nobody,2.33E-02
21,paul,6.98E-02
21,pavlov,4.65E-02
21,ripper5555,2.33E-02
21,webapps,2.33E-02
21,wjohnston2000,2.33E-02
21,youwotma,2.33E-02
2pawnder,dao,1
3.14,akkana,3.33E-02
3.14,akkzilla,3.33E-02
3.14,attinasi,3.33E-02
3.14,bugspam.callek,3.33E-02
3.14,bugzilla,1.00E-01
3.14,bugzilla-graveyard,3.33E-02
3.14,bugzillamozillaorg_serge_20140323,3.33E-02
3.14,bzbarsky,3.33E-02
3.14,cneberg,3.33E-02
3.14,ducarroz,3.33E-02
3.14,durbacher,3.33E-02
3.14,dveditz,3.33E-02
3.14,emaijala+moz,3.33E-02
3.14,lpsolit,3.33E-02
3.14,mats,3.33E-02
3.14,michaell+bmo,3.33E-02
3.14,mozilla,3.33E-02
3.14,mscott,3.33E-02
3.14,neil,3.33E-02
3.14,opi,3.33E-02
3.14,philip.chee,3.33E-02
3.14,r.firth,3.33E-02
3.14,rjkeller,3.33E-02
3.14,samir_bugzilla,3.33E-02
3.14,sspitzer,6.67E-02
3.14,stephend,3.33E-02
3.14,timeless,3.33E-02
31415-bz,standard8,1
326374,mihai.sucan,1
32768,gavin.sharp,5.00E-01
32768,kbrosnan,5.00E-01
3jrgm,beard,4.17E-02
3jrgm,charlesloosen,4.17E-02
3jrgm,christinehoff4,8.33E-02
3jrgm,desale,4.17E-02
3jrgm,dp,4.17E-02
3jrgm,ekrock,4.17E-02
3jrgm,elig,4.17E-02
3jrgm,gagan,8.33E-02
3jrgm,harishd,8.33E-02
3jrgm,karnaze,8.33E-02
3jrgm,mcafee,4.17E-02
3jrgm,pierre,8.33E-02
3jrgm,rickg,2.08E-01
3jrgm,serhunt,4.17E-02
3jrgm,stsao,4.17E-02
46b,a.topal,2.50E-01
46b,ehsan,2.50E-01
46b,emorley,2.50E-01
46b,mounir,2.50E-01
6e7an0n,mozilla,1
6tsh7a001,brant,5.00E-01
6tsh7a001,ch.ey,5.00E-01
9pt4x6002,pmac,1
9quawbieby0001,alfredkayser,2.50E-01
9quawbieby0001,bugtrap,2.50E-01
9quawbieby0001,bugzilla-alanjstrbugs,2.50E-01
9quawbieby0001,moz_jg,2.50E-01
__unknown__,buster,5.00E-01
__unknown__,stuartp,5.00E-01
a.m.naaktgeboren,ally,5.00E-01
a.m.naaktgeboren,cbiesinger,5.00E-01
a.sacred.line+bugzilla,cdolivei.bugzilla,3.33E-01
a.sacred.line+bugzilla,fligtar+bugs,1.11E-01
a.sacred.line+bugzilla,kairo,1.11E-01
a.sacred.line+bugzilla,smccammon,1.11E-01
a.sacred.line+bugzilla,wclouser,2.22E-01
a.sacred.line+bugzilla,yuoo2k,1.11E-01
a.schild,bugzilla,1
a.stevenson82,nobody,1
a.topal,alexihrig,6.45E-02
a.topal,bz,3.23E-02
a.topal,dao,3.23E-02
a.topal,francesco.lodolo,3.23E-02
a.topal,gerv,3.23E-02
a.topal,hskupin,3.23E-02
a.topal,jsavage,3.23E-02
a.topal,kairo,3.23E-02
a.topal,l10n,6.45E-02
a.topal,mark.finkle,3.23E-02
a.topal,me+bugzilla,3.23E-02
a.topal,mmx_bugzilla,6.45E-02
a.topal,mozilla,3.23E-02
a.topal,mverdi,6.45E-02
a.topal,nobody,3.23E-02
a.topal,paul+moz,3.23E-02
a.topal,phboe-bugzilla,3.23E-02
a.topal,rrosario,6.45E-02
a.topal,scoobidiver,3.23E-02
a.topal,sethb,3.23E-02
a.topal,stas,6.45E-02
a.topal,steffen.wilberg,3.23E-02
a.topal,thorsten.fritz,3.23E-02
a.topal,tobbi.bugs,3.23E-02
a.topal,zeniko,3.23E-02
a_ber,mscott,1
a_geek,mvl,1
a_programmer,timeless,1
aaiyer,mattwillis,1
aakashhdesai,mozaakash,1
aaron,aaronlev,3.33E-01
aaron,lpsolit,3.33E-01
aaron,mkmelin+mozilla,3.33E-01
aaron.train,anthony.s.hughes,1.67E-01
aaron.train,asaf,4.17E-02
aaron.train,azaaza,4.17E-02
aaron.train,cmtalbert,4.17E-02
aaron.train,dave.hunt,4.17E-02
aaron.train,fayearthur,8.33E-02
aaron.train,fayearthur+bugs,4.17E-02
aaron.train,fryn,4.17E-02
aaron.train,gmealer,4.17E-02
aaron.train,hasse,4.17E-02
aaron.train,highmind63,4.17E-02
aaron.train,hskupin,1.25E-01
aaron.train,mark.finkle,4.17E-02
aaron.train,masayuki,4.17E-02
aaron.train,nobody,1.25E-01
aaron.train,ryanvm,4.17E-02
aaronclawrence,jenzed,3.33E-01
aaronclawrence,mozilla,3.33E-01
aaronclawrence,nobody,3.33E-01
aaronl,aaronlev,3.78E-01
aaronl,akkzilla,2.70E-02
aaronl,beos,2.70E-02
aaronl,brendan,2.70E-02
aaronl,bugzilla,8.11E-02
aaronl,d_yerrick,2.70E-02
aaronl,dbaron,2.70E-02
aaronl,dean_tessman,2.70E-02
aaronl,jruderman,5.41E-02
aaronl,mozilla,5.41E-02
aaronl,neil,5.41E-02
aaronl,nian.liu,2.70E-02
aaronl,owen.marshall+bmo,2.70E-02
aaronl,rginda,2.70E-02
aaronl,rick.ju,2.70E-02
aaronl,timeless,2.70E-02
aaronl,yuanyi21,5.41E-02
aaronl,zhayupeng,2.70E-02
aaronlev,aaronl,3.28E-02
aaronlev,aaronleventhal,3.83E-02
aaronlev,akkana,1.09E-02
aaronlev,amyy,5.46E-03
aaronlev,asaf,1.09E-02
aaronlev,benjamin,5.46E-03
aaronlev,bienvenu,5.46E-03
aaronlev,blizzard,5.46E-03
aaronlev,bmo2008,5.46E-03
aaronlev,brade,1.64E-02
aaronlev,bryner,4.37E-02
aaronlev,bugs,5.46E-03
aaronlev,bugs.mano,5.46E-03
aaronlev,bugzilla,1.64E-02
aaronlev,bugzillamozillaorg_serge_20140323,5.46E-03
aaronlev,bzbarsky,5.46E-03
aaronlev,cmp,5.46E-03
aaronlev,danm-moz,5.46E-03
aaronlev,david.bolter,1.09E-02
aaronlev,dbaron,5.46E-03
aaronlev,dbolter,5.46E-03
aaronlev,dbradley,5.46E-03
aaronlev,doronr,1.09E-02
aaronlev,dsirnapalli,1.09E-02
aaronlev,eh,5.46E-03
aaronlev,english-other,5.46E-03
aaronlev,enndeakin,1.64E-02
aaronlev,ere,5.46E-03
aaronlev,evan.yan,2.19E-02
aaronlev,events,5.46E-03
aaronlev,firefox,1.09E-02
aaronlev,ftang,5.46E-03
aaronlev,gaomingcn,5.46E-03
aaronlev,gavin.sharp,5.46E-03
aaronlev,general,5.46E-03
aaronlev,gilbert.fang,5.46E-03
aaronlev,ginn.chen,3.28E-02
aaronlev,hewitt,5.46E-03
aaronlev,hhoetzel,5.46E-03
aaronlev,hhschwab,5.46E-03
aaronlev,hjtoi-bugzilla,5.46E-03
aaronlev,hwaara,1.09E-02
aaronlev,hyatt,5.46E-03
aaronlev,ispiked,5.46E-03
aaronlev,jaggernaut,1.64E-02
aaronlev,jasonb,5.46E-03
aaronlev,jdiggs,5.46E-03
aaronlev,jfrancis,5.46E-03
aaronlev,jgaunt,2.73E-02
aaronlev,jim.song,5.46E-03
aaronlev,jkarahalis,5.46E-03
aaronlev,jmathies,5.46E-03
aaronlev,john,5.46E-03
aaronlev,joki,5.46E-03
aaronlev,jruderman,5.46E-03
aaronlev,jst,5.46E-03
aaronlev,justdave,5.46E-03
aaronlev,kaie,5.46E-03
aaronlev,kin,5.46E-03
aaronlev,kyle.yuan,2.73E-02
aaronlev,law,1.09E-02
aaronlev,louie.zhao,1.64E-02
aaronlev,marco.zehe,5.46E-03
aaronlev,mats,5.46E-03
aaronlev,mats.palmgren,4.37E-02
aaronlev,mconnor,1.09E-02
aaronlev,mcow,5.46E-03
aaronlev,mdfft,5.46E-03
aaronlev,mkaply,5.46E-03
aaronlev,momoi,5.46E-03
aaronlev,mozeditor,5.46E-03
aaronlev,mozilla-bugs,5.46E-03
aaronlev,mzehe,5.46E-03
aaronlev,neil,5.46E-03
aaronlev,neil.parkwaycc.co.uk,1.09E-02
aaronlev,neo.liu,5.46E-03
aaronlev,nian.liu,5.46E-03
aaronlev,nobody,4.37E-02
aaronlev,oliver_yeoh,1.09E-02
aaronlev,pilgrim,1.64E-02
aaronlev,pinkerton,5.46E-03
aaronlev,pkasting,5.46E-03
aaronlev,pkwarren,1.64E-02
aaronlev,prefs,5.46E-03
aaronlev,rbs,5.46E-03
aaronlev,robert,5.46E-03
aaronlev,roc,1.09E-02
aaronlev,rods,1.09E-02
aaronlev,saari,5.46E-03
aaronlev,skewermz,5.46E-03
aaronlev,sspitzer,5.46E-03
aaronlev,steffen.wilberg,5.46E-03
aaronlev,surkov.alexander,2.19E-02
aaronlev,tdsub01,5.46E-03
aaronlev,tiger.zhang,5.46E-03
aaronlev,timeless,1.64E-02
aaronlev,trudelle,2.19E-02
aaronlev,twalker,5.46E-03
aaronlev,vladimir,5.46E-03
aaronlev,yuanyi21,5.46E-03
aaronlev5,aaronlev,3.33E-01
aaronlev5,mats,1.67E-01
aaronlev5,timeless,1.67E-01
aaronlev5,yuanyi21,1.67E-01
aaronlev5,zeniko,1.67E-01
aaronleventhal,aaronlev,2.36E-01
aaronleventhal,asaf,3.64E-02
aaronleventhal,asqueella,1.82E-02
aaronleventhal,bzbarsky,1.82E-02
aaronleventhal,cbiesinger,1.82E-02
aaronleventhal,dbolter,5.45E-02
aaronleventhal,doronr,3.64E-02
aaronleventhal,dveditz,1.82E-02
aaronleventhal,evan.yan,1.82E-02
aaronleventhal,francis.uy,1.82E-02
aaronleventhal,gavin.sharp,1.82E-02
aaronleventhal,ginn.chen,3.64E-02
aaronleventhal,jaymoz,1.82E-02
aaronleventhal,jonitis,1.82E-02
aaronleventhal,jst,1.82E-02
aaronleventhal,kairo,1.82E-02
aaronleventhal,mats,5.45E-02
aaronleventhal,mdfft,1.82E-02
aaronleventhal,mozilla,1.82E-02
aaronleventhal,mzehe,1.82E-02
aaronleventhal,neil,3.64E-02
aaronleventhal,nian.liu,5.45E-02
aaronleventhal,pilgrim,1.82E-02
aaronleventhal,pkasting,1.82E-02
aaronleventhal,reed,1.82E-02
aaronleventhal,robert.strong.bugs,1.82E-02
aaronleventhal,roc,3.64E-02
aaronleventhal,smontagu,1.82E-02
aaronleventhal,surkov.alexander,3.64E-02
aaronleventhal,uriber,1.82E-02
aaronleventhal,yuanyi21,1.82E-02
aaronr,allan,1.33E-01
aaronr,asqueella,3.33E-02
aaronr,barrya,3.33E-02
aaronr,bryner,3.33E-02
aaronr,bugs,3.33E-02
aaronr,dao,3.33E-02
aaronr,darin.moz,3.33E-02
aaronr,dion.sole,3.33E-02
aaronr,doronr,1.33E-01
aaronr,gotdalife,3.33E-02
aaronr,jhpedemonte,3.33E-02
aaronr,jlc6,6.67E-02
aaronr,mail,3.33E-02
aaronr,msterlin,6.67E-02
aaronr,robert,3.33E-02
aaronr,smaug,6.67E-02
aaronr,sspeiche,3.33E-02
aaronr,surkov,3.33E-02
aaronr,surkov.alexander,3.33E-02
aaronr,tor,6.67E-02
abacaxi,sjaensch,1
abardas,cbook,5.00E-01
abardas,mmucci,5.00E-01
abarth-mozilla,ehsan,3.33E-01
abarth-mozilla,reed,3.33E-01
abarth-mozilla,roc,3.33E-01
abartlet,dkeeler,5.00E-01
abartlet,ryanvm,5.00E-01
abecevello,adam+bugs,1
abenea,justdave,5.00E-01
abenea,shane.h.w.travis,5.00E-01
aberger,ajschult,1
abev66,bugzilla,1
abhishekbh,david.humphrey,5.00E-01
abhishekbh,emorley,5.00E-01
abhishekkumarsingh.cse,atulagrwl,5.00E-01
abhishekkumarsingh.cse,emorley,5.00E-01
abhishekp.bugzilla,emorley,1
abillings,bhearsum,6.25E-02
abillings,bzbarsky,1.25E-01
abillings,enndeakin,6.25E-02
abillings,hskupin,1.25E-01
abillings,john+bugzilla,6.25E-02
abillings,jst,6.25E-02
abillings,mcmanus,6.25E-02
abillings,mozaakash,6.25E-02
abillings,mrz,6.25E-02
abillings,pavlov,6.25E-02
abillings,robert.strong.bugs,6.25E-02
abillings,supernova00,6.25E-02
abillings,thunder,6.25E-02
abillings,timeless,6.25E-02
abrody,bzbarsky,1
abuchanan,anthony,1.33E-01
abuchanan,buchanae+bugs,2.67E-01
abuchanan,christian,6.67E-02
abuchanan,mattn+bmo,6.67E-02
abuchanan,morgamic,1.33E-01
abuchanan,pascalc,6.67E-02
abuchanan,steven,2.00E-01
abuchanan,wclouser,6.67E-02
abwillis1,jblanco,3.33E-01
abwillis1,jhpedemonte,3.33E-01
abwillis1,mozilla,3.33E-01
accounts,dmose,1
acelists,aleth,1.56E-02
acelists,aryx.bugmail,3.13E-02
acelists,ben.bucksch,1.56E-02
acelists,bugzilla2007,3.13E-02
acelists,bzbarsky,1.56E-02
acelists,cam,1.56E-02
acelists,dao,1.56E-02
acelists,emorley,4.69E-02
acelists,iann_bugzilla,3.13E-02
acelists,jh,3.13E-02
acelists,jslater,1.56E-02
acelists,leofigueres,1.56E-02
acelists,ludovic,4.69E-02
acelists,mbrubeck,1.56E-02
acelists,mconley,3.13E-02
acelists,mjkoo,1.56E-02
acelists,mkmelin+mozilla,1.56E-02
acelists,mnyromyr,1.56E-02
acelists,mounir,1.56E-02
acelists,mozilla,1.56E-02
acelists,neil,3.13E-02
acelists,nobody,3.13E-02
acelists,philip.chee,3.13E-02
acelists,richard.marti,1.56E-02
acelists,ryanvm,1.25E-01
acelists,sid.bugzilla,1.56E-02
acelists,solushex,1.56E-02
acelists,squibblyflabbetydoo,3.13E-02
acelists,standard8,1.09E-01
acelists,steve.england,1.56E-02
acelists,syshagarwal,4.69E-02
acelists,travis.wood,1.56E-02
acelists,vseerror,4.69E-02
acelists,wkocher,1.56E-02
achimha,mozilla,1
achmad.junanto,bugzilla,1
acho.arnold,glob,1
achowe,dbaron,1
aconbere,darin.moz,5.00E-01
aconbere,ostgote,5.00E-01
acraigwest,asa,5.00E-01
acraigwest,waterson,5.00E-01
acrichton,emorley,1
adam,brant,3.45E-02
adam,bstell,6.90E-02
adam,cboardman,3.45E-02
adam,chrispetersen,3.45E-02
adam,claudia,3.45E-02
adam,ericac,3.45E-02
adam,fwenzel,3.45E-02
adam,jbresnik,6.90E-02
adam,krupa.mozbugs,3.45E-02
adam,lmesa,3.45E-02
adam,lpsolit,3.45E-02
adam,mak77,3.45E-02
adam,mbrandt,6.90E-02
adam,mozwilliamr,6.90E-02
adam,mscott,3.45E-02
adam,nobody,3.45E-02
adam,ozten.bugs,3.45E-02
adam,peter.oshea,3.45E-02
adam,pkwarren,3.45E-02
adam,sspitzer,6.90E-02
adam,stas,6.90E-02
adam,stephen.donner,3.45E-02
adam,tor,3.45E-02
adam+bugs,bugzilla,5.00E-01
adam+bugs,oeschger,5.00E-01
adam.buchbinder,bugzillamozillaorg_serge_20140323,5.00E-01
adam.buchbinder,mozilla,5.00E-01
adam.christian,hskupin,6.67E-01
adam.christian,mikeal.rogers,3.33E-01
adam.eberbach,tbsaunde+mozbugs,1
adam.michel,dao,1
adamlock,alecf,8.70E-03
adamlock,anthonyd,1.74E-02
adamlock,asa,3.48E-02
adamlock,awu,8.70E-03
adamlock,ben,8.70E-03
adamlock,benc,8.70E-03
adamlock,blaker,8.70E-03
adamlock,blizzard,2.61E-02
adamlock,blythe,8.70E-03
adamlock,bryner,8.70E-03
adamlock,bugzilla,2.61E-02
adamlock,bugzillaabuse,8.70E-03
adamlock,bzbarsky,2.61E-02
adamlock,caillon,8.70E-03
adamlock,cbiesinger,1.74E-02
adamlock,ccarlen,8.70E-03
adamlock,chak,5.22E-02
adamlock,chofmann,8.70E-03
adamlock,clayton,8.70E-03
adamlock,cmanske,8.70E-03
adamlock,danm,8.70E-03
adamlock,danm.moz,8.70E-03
adamlock,dbradley,1.74E-02
adamlock,dcone,1.74E-02
adamlock,depman1,8.70E-03
adamlock,depstein,8.70E-03
adamlock,desale,1.74E-02
adamlock,don,8.70E-03
adamlock,dougt,1.74E-02
adamlock,drbrain-bugzilla,8.70E-03
adamlock,gordon,8.70E-03
adamlock,harishd,8.70E-03
adamlock,highmind63,8.70E-03
adamlock,hjtoi-bugzilla,1.74E-02
adamlock,hskupin,1.74E-02
adamlock,hwaara,8.70E-03
adamlock,hyatt,8.70E-03
adamlock,jaggernaut,8.70E-03
adamlock,jasonb,8.70E-03
adamlock,jband,8.70E-03
adamlock,jlarsen,8.70E-03
adamlock,jmd,8.70E-03
adamlock,joki,8.70E-03
adamlock,jruderman,8.70E-03
adamlock,jst,2.61E-02
adamlock,jud,8.70E-03
adamlock,karnaze,1.74E-02
adamlock,klymax,8.70E-03
adamlock,leaf,8.70E-03
adamlock,locka,3.48E-02
adamlock,michaell+bmo,8.70E-03
adamlock,mkmelin+mozilla,8.70E-03
adamlock,morse,8.70E-03
adamlock,mpt,8.70E-03
adamlock,mrbkap,8.70E-03
adamlock,mstoltz,8.70E-03
adamlock,neil,8.70E-03
adamlock,ostgote,8.70E-03
adamlock,pchen,8.70E-03
adamlock,pilgrim,8.70E-03
adamlock,radha,8.70E-03
adamlock,rbs,8.70E-03
adamlock,rjc,8.70E-03
adamlock,rods,1.74E-02
adamlock,rpotts,4.35E-02
adamlock,saari,8.70E-03
adamlock,scalkins,8.70E-03
adamlock,security-bugs,8.70E-03
adamlock,sfraser_bugs,8.70E-03
adamlock,sgehani,8.70E-03
adamlock,stephen.donner,8.70E-03
adamlock,stephend,8.70E-03
adamlock,timeless,8.70E-03
adamlock,tomi.leppikangas,8.70E-03
adamlock,twalker,1.74E-02
adamlock,vishy,8.70E-03
adamlock,vyv03354,8.70E-03
adamlock,waterson,1.74E-02
adamlock,winnie,8.70E-03
adamlock,wtc,8.70E-03
adamsplugins,pcvrcek,1
adawn,justdave,1
adbugz,ryanvm,1
adelfino,gavin.sharp,2.50E-01
adelfino,kliu,2.50E-01
adelfino,michaell+bmo,2.50E-01
adelfino,tdowner,2.50E-01
adesai,fwenzel,3.33E-01
adesai,hskupin,1.67E-01
adesai,mozaakash,5.00E-01
adicoolrao,21,1
admin,bugs,3.33E-01
admin,channy,3.33E-01
admin,jst,3.33E-01
admin.aegamesi,tmzmoz,1
administration,bugzilla,5.00E-02
administration,bugzilla-mozilla,5.00E-02
administration,gerv,5.00E-02
administration,glob,1.00E-01
administration,joshi.sunil,5.00E-02
administration,karl,5.00E-02
administration,kbenton,5.00E-02
administration,khuey,5.00E-02
administration,lpsolit,1.00E-01
administration,mkanat,1.50E-01
administration,selsky,5.00E-02
administration,timeless,5.00E-02
administration,timello,5.00E-02
administration,wclouser,5.00E-02
administration,wurblzap,1.00E-01
adrake,cdleary,2.86E-01
adrake,dvander,1.43E-01
adrake,igor,1.43E-01
adrake,jdemooij,2.86E-01
adrake,sayrer,1.43E-01
adrian,l10n,2.00E-01
adrian,masayuki,2.00E-01
adrian,mozilla+bugcloser,4.00E-01
adrian,sneethling,2.00E-01
adriant.mozilla,wjohnston2000,1
adu,beppe,1.25E-01
adu,bugzilla,1.25E-01
adu,drapeau,1.25E-01
adu,joshua.xia,2.50E-01
adu,peterlubczynski-bugs,2.50E-01
adu,pmac,1.25E-01
adw,avarma,3.03E-02
adw,bugzillamozillaorg_serge_20140323,3.03E-02
adw,cbook,3.03E-02
adw,dao,9.09E-02
adw,dietrich,3.03E-02
adw,dtownsend,3.03E-02
adw,ehsan,6.06E-02
adw,emorley,3.03E-02
adw,escapewindow+mozbugs,3.03E-02
adw,fayearthur,3.03E-02
adw,fiveinchpixie,3.03E-02
adw,fryn,3.03E-02
adw,graeme.mccutcheon,3.03E-02
adw,l10n,3.03E-02
adw,mak77,6.06E-02
adw,margaret.leibovic,3.03E-02
adw,master.of.dl,3.03E-02
adw,mats,3.03E-02
adw,mconnor,3.03E-02
adw,myk,6.06E-02
adw,nobody,6.06E-02
adw,ryanvm,6.06E-02
adw,sdwilsh,6.06E-02
adw,shreyaslakhe,3.03E-02
adw,ttaubert,3.03E-02
ae.anderson0,cbook,1
aebrahim,mconnor,6.67E-01
aebrahim,steffen.wilberg,3.33E-01
aegis,crowderbt,3.33E-01
aegis,jag-mozilla,3.33E-01
aegis,vparthas,3.33E-01
aeiser,lpsolit,5.00E-01
aeiser,mkanat,5.00E-01
aelliott,lpsolit,1
aem_koenraadt,acelists,1
aeruder,chadwickgab+mozilla,1
afatecha,bzbarsky,1
afowler,lforrest,5.00E-01
afowler,smartin,5.00E-01
afranke,akkana,1.32E-02
afranke,akkzilla,1.32E-02
afranke,asa,2.63E-02
afranke,asadotzler,1.32E-02
afranke,bdonohoe,1.32E-02
afranke,bugreport,1.32E-02
afranke,bugzilla,1.32E-02
afranke,clayton,5.26E-02
afranke,cyeh,1.32E-02
afranke,dave,1.32E-02
afranke,dbaron,1.32E-02
afranke,dcone,1.32E-02
afranke,endico,6.58E-02
afranke,ftang,1.32E-02
afranke,gagan,1.32E-02
afranke,gerv,2.63E-02
afranke,harishd,1.32E-02
afranke,jake,6.58E-02
afranke,jgmyers,1.32E-02
afranke,jst,2.63E-02
afranke,justdave,7.89E-02
afranke,kiko,1.32E-02
afranke,kmcclusk,1.32E-02
afranke,law,1.32E-02
afranke,mike+mozilla,1.32E-02
afranke,mozilla,1.32E-02
afranke,myk,1.71E-01
afranke,pierre,1.32E-02
afranke,pnunn,1.32E-02
afranke,pschwartau,1.32E-02
afranke,radha,1.32E-02
afranke,rayw,1.32E-02
afranke,rickg,1.32E-02
afranke,rods,1.32E-02
afranke,rogerl,1.32E-02
afranke,rubydoo123,2.63E-02
afranke,scbrown,1.32E-02
afranke,serhunt,1.32E-02
afranke,sfraser_bugs,1.32E-02
afranke,tara,1.32E-02
afranke,valeski,1.32E-02
afranke,warren,1.32E-02
afranke,zach,2.63E-02
afrappe,hskupin,1
afshin.meh,cpeterson,1
after.fallout,lpsolit,1
agartrell,sdwilsh,1
agaudebert,adrian,1
agi.novanta,ryanvm,5.00E-01
agi.novanta,wkocher,5.00E-01
agl,gerv,3.33E-01
agl,wtc,6.67E-01
agracebush,asa,4.69E-02
agracebush,benc,1.56E-02
agracebush,blaker,1.56E-02
agracebush,brade,1.56E-02
agracebush,bugs,1.56E-02
agracebush,bugzilla,7.81E-02
agracebush,bugzillamozillaorg_serge_20140323,3.13E-02
agracebush,buster,1.56E-02
agracebush,cbegle,1.56E-02
agracebush,ccarlen,3.13E-02
agracebush,chipc,1.56E-02
agracebush,choess,4.69E-02
agracebush,chriss,1.56E-02
agracebush,dp,1.56E-02
agracebush,dveditz,3.13E-02
agracebush,gagan,1.56E-02
agracebush,gayatrib,1.56E-02
agracebush,granrosebugs,1.56E-02
agracebush,hwaara,1.56E-02
agracebush,jrgmorrison,1.56E-02
agracebush,ktrina,1.56E-02
agracebush,law,1.56E-02
agracebush,leaf,1.56E-02
agracebush,morse,1.56E-02
agracebush,mozillamarcia.knous,1.56E-02
agracebush,mrmazda,1.56E-02
agracebush,peterv,1.56E-02
agracebush,phil,1.56E-02
agracebush,piskozub,1.56E-02
agracebush,pmock,1.56E-02
agracebush,racham,1.56E-02
agracebush,rudman,1.56E-02
agracebush,samir_bugzilla,1.56E-02
agracebush,scottputterman,1.56E-02
agracebush,sgehani,1.56E-02
agracebush,shliang,1.56E-02
agracebush,slogan,6.25E-02
agracebush,sogania,1.56E-02
agracebush,sspitzer,1.56E-02
agracebush,ssu,1.56E-02
agracebush,ssu0262,4.69E-02
agracebush,stefan.borggraefe,1.56E-02
agracebush,stephend,1.56E-02
agracebush,syd,4.69E-02
agracebush,timeless,1.56E-02
agracebush,trudelle,1.56E-02
agustinmfernandez,jtl,1
aha,aaronleventhal,1.59E-02
aha,adamlock,3.17E-02
aha,ajschult,1.59E-02
aha,anthonyd,1.59E-02
aha,asqueella,1.59E-02
aha,attinasi,1.59E-02
aha,beppe,1.59E-02
aha,bienvenu,1.59E-02
aha,bradleyjunk,1.59E-02
aha,bugs,4.76E-02
aha,bzbarsky,1.59E-02
aha,caywood,1.59E-02
aha,ducarroz,1.59E-02
aha,dveditz,1.59E-02
aha,firefox,1.59E-02
aha,float,1.59E-02
aha,form,1.59E-02
aha,gavin.sharp,1.59E-02
aha,general,3.17E-02
aha,harishd,1.59E-02
aha,hjtoi-bugzilla,3.17E-02
aha,hyatt,1.59E-02
aha,iann_bugzilla,1.59E-02
aha,jaggernaut,1.59E-02
aha,jan.varga,1.59E-02
aha,jdarmochwal,1.59E-02
aha,jon,1.59E-02
aha,jst,1.59E-02
aha,kaie,1.59E-02
aha,kmcclusk,1.59E-02
aha,lemiel,1.59E-02
aha,matti,1.59E-02
aha,met,1.59E-02
aha,mscott,1.59E-02
aha,mvl,1.59E-02
aha,neil,1.59E-02
aha,nhotta,1.59E-02
aha,nitot,1.59E-02
aha,nobody,3.17E-02
aha,other,3.17E-02
aha,p.franc,1.59E-02
aha,parser,1.59E-02
aha,printing,1.59E-02
aha,roc,1.59E-02
aha,roc+moz,1.59E-02
aha,rods,3.17E-02
aha,rogerl,1.59E-02
aha,selection,3.17E-02
aha,smontagu,3.17E-02
aha,ssu,1.59E-02
aha,tor,1.59E-02
aha,vladimir,1.59E-02
aha,vladimire,1.59E-02
ahaas,kinetik,1
ahalberstadt,fayearthur,1.67E-01
ahalberstadt,halbersa,1.67E-01
ahalberstadt,hskupin,1.67E-01
ahalberstadt,jmaher,1.67E-01
ahalberstadt,k0scist,1.67E-01
ahalberstadt,sbaek90,1.67E-01
ahill,adrian,2.50E-01
ahill,justdave,2.50E-01
ahill,mozilla,2.50E-01
ahill,ravi,2.50E-01
ahmetafsinakin,caustin,1
ahoza,21,1.43E-01
ahoza,blassey.bugs,1.43E-01
ahoza,mark.finkle,4.29E-01
ahoza,mbrubeck,2.86E-01
ahtaha,mozilla,1
aidin,wkocher,1
aja+bugzilla,dbaron,2.00E-01
aja+bugzilla,jst,2.00E-01
aja+bugzilla,karlt,2.00E-01
aja+bugzilla,morgamic,2.00E-01
aja+bugzilla,vladimir,2.00E-01
ajbu,mikep,4.00E-01
ajbu,mikeypotter,4.00E-01
ajbu,mostafah,2.00E-01
ajhoskinguk,wingtung.leung,1
ajmawer,cls,1
ajohnson,ehsan,5.00E-01
ajohnson,karlt,5.00E-01
ajones,emorley,1
