Devname1,Devname2,Tossingprob
bryner,bugzilla,2.95E-02
bryner,bugzillaabuse,4.22E-03
bryner,bzbarsky,2.53E-02
bryner,caillon,1.27E-02
bryner,camino,4.22E-03
bryner,cbiesinger,1.69E-02
bryner,ccarlen,8.44E-03
bryner,cls,4.22E-03
bryner,colin,4.22E-03
bryner,d_king,8.44E-03
bryner,danm.moz,4.22E-03
bryner,darin,1.27E-02
bryner,darin.moz,4.22E-03
bryner,dbaron,4.22E-03
bryner,dcamp,4.22E-03
bryner,ddrinan,8.44E-03
bryner,dead,1.69E-02
bryner,dean_tessman,8.44E-03
bryner,disttsc,1.27E-02
bryner,djst,4.22E-03
bryner,dmose,4.22E-03
bryner,dougt,4.22E-03
bryner,dveditz,8.44E-03
bryner,erik,4.22E-03
bryner,events,1.69E-02
bryner,file-handling,4.22E-03
bryner,ftang,4.22E-03
bryner,gavin.sharp,8.44E-03
bryner,general,8.44E-03
bryner,gerv,8.44E-03
bryner,gilbert.fang,4.22E-03
bryner,ginn.chen,4.22E-03
bryner,gordon,4.22E-03
bryner,granrosebugs,8.44E-03
bryner,hacksaw,4.22E-03
bryner,hewitt,4.22E-03
bryner,hwaara,4.22E-03
bryner,hyatt,8.44E-03
bryner,ispiked,4.22E-03
bryner,jag,1.27E-02
bryner,jag-mozbugs,8.44E-03
bryner,jaggernaut,4.22E-03
bryner,jaimejr,4.22E-03
bryner,jakobus,4.22E-03
bryner,jan.varga,1.27E-02
bryner,jasonb,4.22E-03
bryner,jaymoz,4.22E-03
bryner,jband_mozilla,4.22E-03
bryner,jefft,8.44E-03
bryner,jerry.tan,4.22E-03
bryner,jeziorek,4.22E-03
bryner,jim1,4.22E-03
bryner,jj,4.22E-03
bryner,john,1.27E-02
bryner,jrgmorrison,4.22E-03
bryner,jruderman,4.22E-03
bryner,jshin1987,4.22E-03
bryner,jst,4.22E-03
bryner,julien.pierre,4.22E-03
bryner,kairo,4.22E-03
bryner,kaldari,4.22E-03
bryner,katakai,4.22E-03
bryner,kerz,4.22E-03
bryner,kevin,4.22E-03
bryner,law,4.22E-03
bryner,levon,4.22E-03
bryner,lorenzo,4.22E-03
bryner,ludovic,4.22E-03
bryner,markush,4.22E-03
bryner,martijn.martijn,4.22E-03
bryner,masayuki,4.22E-03
bryner,mats,8.44E-03
bryner,matthias79,4.22E-03
bryner,mbockelkamp,4.22E-03
bryner,mconnor,1.69E-02
bryner,me,4.22E-03
bryner,mike_jk,4.22E-03
bryner,mikepinkerton,8.44E-03
bryner,mjudge,4.22E-03
bryner,mmx_bugzilla,4.22E-03
bryner,moz2,4.22E-03
bryner,mozilla,4.22E-03
bryner,mrbkap,8.44E-03
bryner,mudojo,4.22E-03
bryner,neil,8.44E-03
bryner,new-network-bugs,4.22E-03
bryner,nobody,2.95E-02
bryner,orlink,4.22E-03
bryner,pascalc,4.22E-03
bryner,pete,4.22E-03
bryner,philringnalda,4.22E-03
bryner,pinkerton,8.44E-03
bryner,pkrajca,4.22E-03
bryner,polleke,4.22E-03
bryner,printing,4.22E-03
bryner,racham,4.22E-03
bryner,rayw,4.22E-03
bryner,rbs,4.22E-03
bryner,roc+moz,4.22E-03
bryner,roland.mainz,4.22E-03
bryner,ruud,4.22E-03
bryner,saari,8.44E-03
bryner,sergei_d,4.22E-03
bryner,sfraser_bugs,2.53E-02
bryner,skinability,8.44E-03
bryner,smontagu,4.22E-03
bryner,sspitzer,4.22E-03
bryner,stdowa+bugzilla,8.44E-03
bryner,steffen.wilberg,2.11E-02
bryner,stephend,4.22E-03
bryner,steven,4.22E-03
bryner,sujay,4.22E-03
bryner,timeless,2.11E-02
bryner,tor,4.22E-03
bryner,twalker,4.22E-03
bryner,vaidrius,4.22E-03
bryner,varga,4.22E-03
bryner,wd,4.22E-03
bryner,xslf,4.22E-03
bryner,yokoyama,8.44E-03
bryner,yuanyi21,4.22E-03
bsavage,brandon+bugzilla,6.25E-01
bsavage,laura,1.25E-01
bsavage,mattn+bmo,1.25E-01
bsavage,rhelmer,1.25E-01
bsharma,brade,6.25E-02
bsharma,bugzilla,6.25E-02
bsharma,dbaron,1.25E-01
bsharma,dveditz,6.25E-02
bsharma,harishd,6.25E-02
bsharma,jameslariviere,6.25E-02
bsharma,jruderman,6.25E-02
bsharma,karnaze,1.88E-01
bsharma,nisheeth_mozilla,6.25E-02
bsharma,security-bugs,6.25E-02
bsharma,serhunt,6.25E-02
bsharma,skasinathan,6.25E-02
bsharma,tim,6.25E-02
bsmedberg,allan,4.76E-02
bsmedberg,benjamin,2.38E-01
bsmedberg,bryner,4.76E-02
bsmedberg,bugs,4.76E-02
bsmedberg,cbiesinger,4.76E-02
bsmedberg,darin.moz,4.76E-02
bsmedberg,hasse,4.76E-02
bsmedberg,jens.b,4.76E-02
bsmedberg,kevin,4.76E-02
bsmedberg,kherron+mozilla,4.76E-02
bsmedberg,michaell+bmo,4.76E-02
bsmedberg,mscott,4.76E-02
bsmedberg,neil,9.52E-02
bsmedberg,omgs,4.76E-02
bsmedberg,robert.strong.bugs,4.76E-02
bsmedberg,twalker,4.76E-02
bsmith,brian,1.54E-01
bsmith,emorley,7.69E-02
bsmith,gavin.sharp,7.69E-02
bsmith,jaas,7.69E-02
bsmith,kaie,7.69E-02
bsmith,khuey,7.69E-02
bsmith,kwilson,7.69E-02
bsmith,mak77,7.69E-02
bsmith,philipp,7.69E-02
bsmith,rnewman,7.69E-02
bsmith,wtc,1.54E-01
bstell,aha,2.94E-02
bstell,amyy,5.88E-02
bstell,bootsy52,2.94E-02
bstell,cloveious,2.94E-02
bstell,dbaron,2.94E-02
bstell,ftang,2.35E-01
bstell,jaggernaut,2.94E-02
bstell,jbetak,2.94E-02
bstell,jshin1987,5.88E-02
bstell,katakai,5.88E-02
bstell,louie.zhao,2.94E-02
bstell,mozilla,2.94E-02
bstell,nhottanscp,2.94E-02
bstell,rbs,2.94E-02
bstell,rjesup,2.94E-02
bstell,roland.mainz,2.94E-02
bstell,shanjian,8.82E-02
bstell,smontagu,2.94E-02
bstell,twalker,2.94E-02
bstell,yinbolian,2.94E-02
bstell,yokoyama,5.88E-02
bstell-duplicate,ji,1
bsterne,brandon,2.50E-01
bsterne,ehsan,1.25E-01
bsterne,emorley,1.25E-01
bsterne,hskupin,1.25E-01
bsterne,mozbugs,1.25E-01
bsterne,reed,1.25E-01
bsterne,roc,1.25E-01
bsternthal,kohei.yoshino,1
btiffany,stefanh,1
btm,caillon,1
btodur,scoobidiver,1
buchanae,alex,3.03E-02
buchanae,buchanae+bugs,2.12E-01
buchanae,cbook,3.03E-02
buchanae,djst,3.03E-02
buchanae,graphicsguru,6.06E-02
buchanae,jane,3.03E-02
buchanae,jslater,3.03E-02
buchanae,malexis,3.03E-02
buchanae,mark.finkle,3.03E-02
buchanae,mary,3.03E-02
buchanae,morgamic,3.03E-02
buchanae,nnguyen,3.03E-02
buchanae,oremj,3.03E-02
buchanae,pascalc,3.03E-02
buchanae,paul,3.03E-02
buchanae,paul+moz,3.03E-02
buchanae,pfinette,3.03E-02
buchanae,reed,3.03E-02
buchanae,rflint,6.06E-02
buchanae,ryan.doherty,3.03E-02
buchanae,stas,3.03E-02
buchanae,stephen.donner,9.09E-02
buchanae,tshahian,3.03E-02
buchanae+bugs,abuchanan,1.72E-02
buchanae+bugs,anthony,3.45E-02
buchanae+bugs,aravind,1.72E-02
buchanae+bugs,buchanae,6.90E-02
buchanae+bugs,craigcook.bugz,5.17E-02
buchanae+bugs,dholbert,1.72E-02
buchanae+bugs,dmoore,1.72E-02
buchanae+bugs,fwenzel,3.45E-02
buchanae+bugs,jamey,1.72E-02
buchanae+bugs,javier.morales,1.72E-02
buchanae+bugs,jeremy.orem+bugs,1.72E-02
buchanae+bugs,jmartin,1.72E-02
buchanae+bugs,jslater,1.72E-02
buchanae+bugs,kourge,8.62E-02
buchanae+bugs,lmesa,1.72E-02
buchanae+bugs,lorchard,1.72E-02
buchanae+bugs,mary,1.72E-02
buchanae+bugs,mayumi,1.72E-02
buchanae+bugs,mcoates,1.72E-02
buchanae+bugs,mozaakash,1.72E-02
buchanae+bugs,mozbugs.retornam,1.72E-02
buchanae+bugs,mozillamarcia.knous,1.72E-02
buchanae+bugs,mozwebqa,1.72E-02
buchanae+bugs,neilio,5.17E-02
buchanae+bugs,nobody,5.17E-02
buchanae+bugs,oremj,3.45E-02
buchanae+bugs,pascalc,1.72E-02
buchanae+bugs,paul,1.72E-02
buchanae+bugs,ryan.doherty,1.72E-02
buchanae+bugs,sarah,1.72E-02
buchanae+bugs,server-ops,8.62E-02
buchanae+bugs,skeen.bugzilla,1.72E-02
buchanae+bugs,stas,1.72E-02
buchanae+bugs,stephen.donner,3.45E-02
buchanae+bugs,steven,5.17E-02
buchner.johannes,csthomas,3.33E-01
buchner.johannes,philringnalda,3.33E-01
buchner.johannes,ryanvm,3.33E-01
buckland,bienvenu,1.00E-01
buckland,ccarlen,1.00E-01
buckland,colin,1.00E-01
buckland,danielwang,1.00E-01
buckland,jst,1.00E-01
buckland,law,1.00E-01
buckland,mhammond,1.00E-01
buckland,ssu,1.00E-01
buckland,varada,1.00E-01
buckland,yxia,1.00E-01
bug,annevk,1.11E-01
bug,bugreport,3.70E-02
bug,bugzilla,3.70E-02
bug,bzbarsky,3.70E-02
bug,csthomas,3.70E-02
bug,danielwang,3.70E-02
bug,dbaron,1.11E-01
bug,fantasai.bugs,3.70E-02
bug,gavin.sharp,3.70E-02
bug,jaas,3.70E-02
bug,kevin,3.70E-02
bug,mkanat,7.41E-02
bug,mozilla,3.70E-02
bug,nb,7.41E-02
bug,philringnalda,7.41E-02
bug,sam.folkwilliams,3.70E-02
bug,shane.h.w.travis,7.41E-02
bug,vladimir,3.70E-02
bug,wurblzap,3.70E-02
buginnocent,cbowman,1
bugmail,aaronlev,3.82E-03
bugmail,ajvincent,3.82E-03
bugmail,alex.mozilla,3.82E-03
bugmail,alqahira,3.82E-03
bugmail,andreww,3.82E-03
bugmail,artooro,3.82E-03
bugmail,aruner,7.63E-03
bugmail,asa,1.53E-02
bugmail,attinasi,3.82E-03
bugmail,bclary,3.82E-03
bugmail,ben.bucksch,3.82E-03
bugmail,benc,3.82E-03
bugmail,benjamin,3.82E-03
bugmail,bienvenu,7.63E-03
bugmail,blaker,1.15E-02
bugmail,blassey.bugs,7.63E-03
bugmail,block-and-inline,3.82E-03
bugmail,bnesse,1.15E-02
bugmail,bob,3.82E-03
bugmail,brade,1.91E-02
bugmail,bratell,3.82E-03
bugmail,brendan,3.82E-03
bugmail,brkemper,3.82E-03
bugmail,bryner,1.53E-02
bugmail,bugs,1.15E-02
bugmail,bugzilla,3.44E-02
bugmail,bugzilla-graveyard,3.82E-03
bugmail,bugzilla-mozilla-20000923,3.82E-03
bugmail,bugzillamozillaorg_serge_20140323,1.53E-02
bugmail,bwinton,3.82E-03
bugmail,bzbarsky,1.15E-02
bugmail,cbiesinger,3.82E-03
bugmail,ccarlen,3.82E-03
bugmail,choess,3.82E-03
bugmail,chrispetersen,3.82E-03
bugmail,cmaximus,3.82E-03
bugmail,cpearce,3.82E-03
bugmail,daniel,3.82E-03
bugmail,danm.moz,3.82E-03
bugmail,dao,3.82E-03
bugmail,darin,3.82E-03
bugmail,david.haas,3.82E-03
bugmail,dbaron,1.15E-02
bugmail,dcone,3.82E-03
bugmail,dmose,3.82E-03
bugmail,doron,1.15E-02
bugmail,dougt,3.82E-03
bugmail,ehw_lts,3.82E-03
bugmail,file-handling,3.82E-03
bugmail,ftang,3.82E-03
bugmail,gavin.sharp,7.63E-03
bugmail,general,3.82E-03
bugmail,german,3.82E-03
bugmail,harishd,7.63E-03
bugmail,hewitt,7.63E-03
bugmail,hwaara,3.82E-03
bugmail,hyatt,2.29E-02
bugmail,ian,3.82E-03
bugmail,iann_bugzilla,3.82E-03
bugmail,jaas,3.82E-03
bugmail,jag,3.82E-03
bugmail,jag-mozilla,3.82E-03
bugmail,jaggernaut,1.91E-02
bugmail,jaymoz,3.82E-03
bugmail,jhopkins,3.82E-03
bugmail,jj.enser,3.82E-03
bugmail,jminta,3.82E-03
bugmail,joe.chou,3.82E-03
bugmail,john,3.82E-03
bugmail,joki,3.82E-03
bugmail,jonas,1.91E-02
bugmail,jonathan.protzenko,7.63E-03
bugmail,jruderman,3.82E-03
bugmail,jst,3.82E-03
bugmail,justdave,7.63E-03
bugmail,karnaze,1.15E-02
bugmail,kchen,3.82E-03
bugmail,kevin,7.63E-03
bugmail,khuey,3.82E-03
bugmail,kmcclusk,7.63E-03
bugmail,landry,3.82E-03
bugmail,longsonr,3.82E-03
bugmail,ludovic,3.82E-03
bugmail,mac.bjarnedm,3.82E-03
bugmail,macdoc,3.82E-03
bugmail,mark.finkle,7.63E-03
bugmail,matiasnu,3.82E-03
bugmail,mats,3.82E-03
bugmail,matti,3.82E-03
bugmail,mattyx666,3.82E-03
bugmail,mikepinkerton,1.53E-02
bugmail,mkmelin+mozilla,3.82E-03
bugmail,moied,3.82E-03
bugmail,momoi,3.82E-03
bugmail,morse,3.82E-03
bugmail,moz2,3.82E-03
bugmail,mozaakash,3.82E-03
bugmail,mozeditor,3.82E-03
bugmail,mozilla,1.15E-02
bugmail,mpillard,3.82E-03
bugmail,mscott,3.82E-03
bugmail,myk,3.82E-03
bugmail,naving,3.82E-03
bugmail,neil,1.15E-02
bugmail,nelson,3.82E-03
bugmail,nitot,3.82E-03
bugmail,nobody,1.15E-02
bugmail,nomis101,3.82E-03
bugmail,oeschger,3.82E-03
bugmail,olgam,3.82E-03
bugmail,other,3.82E-03
bugmail,p_ch,7.63E-03
bugmail,pavlov,3.82E-03
bugmail,pawyskoczka,3.82E-03
bugmail,pete,3.82E-03
bugmail,peterlubczynski,3.82E-03
bugmail,peterlubczynski-bugs,3.82E-03
bugmail,peterv,3.82E-03
bugmail,pgauriar,3.82E-03
bugmail,philipp,3.82E-03
bugmail,philringnalda,3.82E-03
bugmail,pierre,3.82E-03
bugmail,pinkerton,1.53E-02
bugmail,position,3.82E-03
bugmail,pschwartau,3.82E-03
bugmail,radha,3.82E-03
bugmail,ralphnumbers,3.82E-03
bugmail,rbs,7.63E-03
bugmail,rginda,3.82E-03
bugmail,ryanvm,3.82E-03
bugmail,saari,1.15E-02
bugmail,samir_bugzilla,7.63E-03
bugmail,samuel.sidler+old,3.82E-03
bugmail,sayrer,3.82E-03
bugmail,sbwoodside,3.82E-03
bugmail,scottputterman,3.82E-03
bugmail,sdwilsh,7.63E-03
bugmail,seawood,3.82E-03
bugmail,sfraser,1.15E-02
bugmail,sfraser_bugs,1.91E-02
bugmail,sgehani,3.82E-03
bugmail,shliang,7.63E-03
bugmail,sid.bugzilla,7.63E-03
bugmail,sieboerg,3.82E-03
bugmail,slogan,7.63E-03
bugmail,squibblyflabbetydoo,7.63E-03
bugmail,sspitzer,1.53E-02
bugmail,standard8,1.53E-02
bugmail,steve.england,3.82E-03
bugmail,stuart.morgan+bugzilla,7.63E-03
bugmail,susiew,7.63E-03
bugmail,tenbrook,3.82E-03
bugmail,timeless,7.63E-03
bugmail,tor,3.82E-03
bugmail,vhaarr+bmo,7.63E-03
bugmail,vladimir,3.82E-03
bugmail,vseerror,3.82E-03
bugmail,w.woods,3.82E-03
bugmail,warner-bugzilla,3.82E-03
bugmail,winnie,3.82E-03
bugmail,wtc,7.63E-03
bugmail,yokoyama,7.63E-03
bugmail,z-aillon.c-obsolete2,3.82E-03
bugmil.ebirol,bienvenu,8.33E-02
bugmil.ebirol,davida,8.33E-02
bugmil.ebirol,ebirol,1.67E-01
bugmil.ebirol,gary,8.33E-02
bugmil.ebirol,mkmelin+mozilla,8.33E-02
bugmil.ebirol,mozilla,1.67E-01
bugmil.ebirol,mstange,8.33E-02
bugmil.ebirol,standard8,2.50E-01
bugmozz,enndeakin,1
bugreport,attach-and-request,2.38E-02
bugreport,batosti,2.38E-02
bugreport,bbaetz,4.76E-02
bugreport,bugzilla,2.38E-02
bugreport,dennis.melentyev,2.38E-02
bugreport,dkl,2.38E-02
bugreport,documentation,2.38E-02
bugreport,gabriel,2.38E-02
bugreport,gerv,2.38E-02
bugreport,glob,2.38E-02
bugreport,hecker,2.38E-02
bugreport,jlawson-mozbug,2.38E-02
bugreport,jouni,2.38E-02
bugreport,justdave,9.52E-02
bugreport,karl,2.38E-02
bugreport,kiko,7.14E-02
bugreport,lpsolit,4.76E-02
bugreport,mkanat,1.67E-01
bugreport,mozilla+bmo,4.76E-02
bugreport,myk,4.76E-02
bugreport,nobody,7.14E-02
bugreport,shane.h.w.travis,2.38E-02
bugreport,vladd,2.38E-02
bugreport,wicked,2.38E-02
bugreport,wurblzap,2.38E-02
bugs,a.topal,1.60E-03
bugs,aaronlev,4.80E-03
bugs,aaronr,3.20E-03
bugs,agracebush,1.60E-03
bugs,ajvincent,3.20E-03
bugs,alecf,3.20E-03
bugs,alfredkayser,1.60E-03
bugs,ali,3.20E-03
bugs,allan,1.60E-03
bugs,amasri,1.60E-03
bugs,andre.bugs2,1.60E-03
bugs,andreww,1.60E-03
bugs,annevk,1.60E-03
bugs,annie.sullivan,1.28E-02
bugs,asa,6.40E-03
bugs,asaf,1.76E-02
bugs,asqueella,6.40E-03
bugs,atrepp,1.60E-03
bugs,attinasi,1.60E-03
bugs,bart,1.60E-03
bugs,beard,1.60E-03
bugs,ben,1.28E-02
bugs,ben_seamonkey,2.08E-02
bugs,benjamin,6.40E-03
bugs,bent.mozilla,1.60E-03
bugs,beppe,1.60E-03
bugs,bisi,1.60E-03
bugs,blake,3.20E-03
bugs,blaker,1.60E-03
bugs,blakeross,8.00E-03
bugs,blizzard,1.60E-03
bugs,bmo2010,1.60E-03
bugs,brade,1.60E-03
bugs,brendan,3.20E-03
bugs,brettw,8.00E-03
bugs,bryner,9.60E-03
bugs,bsmedberg,1.60E-03
bugs,bugz,1.60E-03
bugs,bugzilla,2.72E-02
bugs,bugzilla-alanjstrbugs,1.60E-03
bugs,bugzilla-graveyard,1.60E-03
bugs,bugzillamozillaorg_serge_20140323,8.00E-03
bugs,bzbarsky,8.00E-03
bugs,cajbir.bugzilla,1.60E-03
bugs,cbiesinger,4.80E-03
bugs,cbook,1.60E-03
bugs,ccarlen,1.60E-03
bugs,chuang,1.60E-03
bugs,cmanske,1.60E-03
bugs,cmaximus,8.00E-03
bugs,costagauci,1.60E-03
bugs,cplyon,1.60E-03
bugs,cww,3.20E-03
bugs,d_king,1.60E-03
bugs,d_yerrick,1.60E-03
bugs,danielwang,3.20E-03
bugs,danm,1.60E-03
bugs,danm.moz,8.00E-03
bugs,darin,4.80E-03
bugs,darin.moz,4.80E-03
bugs,dave532,1.60E-03
bugs,david.humphrey,1.60E-03
bugs,davidpjames,1.60E-03
bugs,dbaron,6.40E-03
bugs,dbradley,1.60E-03
bugs,dcone,1.60E-03
bugs,dean_tessman,4.80E-03
bugs,devsin,1.60E-03
bugs,dholbert,3.20E-03
bugs,dmandelin,1.60E-03
bugs,dmose,1.60E-03
bugs,dolske,1.60E-03
bugs,don,6.40E-03
bugs,doronr,6.40E-03
bugs,dougt,3.20E-03
bugs,dtownsend,3.20E-03
bugs,ducarroz,1.60E-03
bugs,durbacher,3.20E-03
bugs,dveditz,1.12E-02
bugs,emmet,1.60E-03
bugs,endico,1.60E-03
bugs,enndeakin,1.60E-03
bugs,evaughan,3.20E-03
bugs,fabian,1.60E-03
bugs,fantasai.bugs,1.60E-03
bugs,firefox,4.80E-03
bugs,florian,1.60E-03
bugs,gal,1.60E-03
bugs,gandalf,1.60E-03
bugs,garyvdm,1.60E-03
bugs,gavin.sharp,1.76E-02
bugs,general,1.60E-03
bugs,german,1.60E-03
bugs,gerv,3.20E-03
bugs,hangas,6.40E-03
bugs,hewitt,1.28E-02
bugs,hidenosuke,1.60E-03
bugs,highmind63,1.60E-03
bugs,hjtoi-bugzilla,1.60E-03
bugs,hsivonen,1.60E-03
bugs,hskupin,6.40E-03
bugs,huang,1.60E-03
bugs,hussam,1.60E-03
bugs,hyatt,2.24E-02
bugs,ian,6.40E-03
bugs,iann_bugzilla,1.60E-03
bugs,ibosis,1.60E-03
bugs,ispiked,1.60E-03
bugs,jaas,1.60E-03
bugs,jag,1.60E-03
bugs,jag-mozbugs,3.20E-03
bugs,jaggernaut,1.60E-03
bugs,jaimejr,1.60E-03
bugs,james,1.60E-03
bugs,jan.varga,8.00E-03
bugs,jason.barnabe,6.40E-03
bugs,jasonb,1.60E-03
bugs,jaymoz,3.20E-03
bugs,jaywir3,1.60E-03
bugs,jbecerra,1.60E-03
bugs,jcginn,1.60E-03
bugs,jdarpinian,1.60E-03
bugs,jet,6.40E-03
bugs,jhpedemonte,1.60E-03
bugs,jmathies,1.60E-03
bugs,jminta,1.60E-03
bugs,jo.hermans,4.80E-03
bugs,joe,6.40E-03
bugs,johng,3.20E-03
bugs,jonas,3.20E-03
bugs,jonrubin,1.60E-03
bugs,josh,3.20E-03
bugs,joshmoz,1.60E-03
bugs,jrgmorrison,1.60E-03
bugs,jruderman,1.60E-03
bugs,jst,8.00E-03
bugs,jwalden+bmo,1.60E-03
bugs,jwatt,1.60E-03
bugs,karlt,1.60E-03
bugs,kazhik,1.60E-03
bugs,kevin,1.60E-03
bugs,kinetik,1.60E-03
bugs,kliu,1.60E-03
bugs,l10n,1.60E-03
bugs,laura,1.60E-03
bugs,law,3.20E-03
bugs,leger,4.80E-03
bugs,lforrest,1.60E-03
bugs,louie,1.60E-03
bugs,m_kato,3.20E-03
bugs,mail124,3.20E-03
bugs,marcoos+bmo,1.60E-03
bugs,mark.finkle,1.60E-03
bugs,masayuki,4.80E-03
bugs,mats.palmgren,1.60E-03
bugs,matspal,3.20E-03
bugs,matt,1.60E-03
bugs,mcafee,3.20E-03
bugs,mcarlson,1.60E-03
bugs,mcmanus,1.60E-03
bugs,mconnor,2.08E-02
bugs,michael.j.lowe,1.60E-03
bugs,michaell+bmo,4.80E-03
bugs,miken32,1.60E-03
bugs,mjudge,1.60E-03
bugs,mkmelin+mozilla,1.60E-03
bugs,mmx_bugzilla,1.60E-03
bugs,moco,4.80E-03
bugs,mohr.42,1.60E-03
bugs,morgamic,1.60E-03
bugs,morse,4.80E-03
bugs,mounir.lamouri,1.60E-03
bugs,moz.n1,1.60E-03
bugs,mozilla,6.40E-03
bugs,mozillamarcia.knous,3.20E-03
bugs,mozillamonks,1.60E-03
bugs,mozmail,1.60E-03
bugs,mpt,3.20E-03
bugs,mscott,1.60E-03
bugs,mstange,1.60E-03
bugs,msterlin,1.60E-03
bugs,mtschrep,1.60E-03
bugs,myk,3.20E-03
bugs,neil,4.80E-03
bugs,nelson,3.20E-03
bugs,nhotta,3.20E-03
bugs,nisses.mail,9.60E-03
bugs,nobody,1.44E-02
bugs,noririty,1.60E-03
bugs,olli.pettay,8.00E-03
bugs,p_ch,1.12E-02
bugs,pamg.bugs,1.60E-03
bugs,pascalc,1.60E-03
bugs,paul+moz,3.20E-03
bugs,paulkchen,9.60E-03
bugs,pchen,3.68E-02
bugs,peter.nunn,1.60E-03
bugs,peterv,3.20E-03
bugs,philip.chee,1.60E-03
bugs,philringnalda,6.40E-03
bugs,pike,1.60E-03
bugs,pinkerton,3.20E-03
bugs,psychoticwolf,1.60E-03
bugs,putterman,1.60E-03
bugs,pyromancer,1.60E-03
bugs,racham,1.60E-03
bugs,radha,1.60E-03
bugs,rebron,1.60E-03
bugs,reed,1.28E-02
bugs,rjc,4.80E-03
bugs,rjkeller,3.20E-03
bugs,robert,1.60E-03
bugs,robert.strong.bugs,3.20E-03
bugs,robertjm,1.60E-03
bugs,roc,3.20E-03
bugs,ross,1.60E-03
bugs,rossi,1.60E-03
bugs,rpotts,1.60E-03
bugs,rubydoo123,1.60E-03
bugs,ruixu,1.60E-03
bugs,ryanvm,1.60E-03
bugs,rzach,1.60E-03
bugs,samir_bugzilla,1.60E-03
bugs,sammy_ford,1.60E-03
bugs,samuel.sidler+old,1.60E-03
bugs,sayrer,1.60E-03
bugs,sciguyryan,1.60E-03
bugs,sdwilsh,1.60E-03
bugs,selmer,3.20E-03
bugs,server-ops,3.20E-03
bugs,seth,1.60E-03
bugs,sfraser_bugs,3.20E-03
bugs,sgehani,1.60E-03
bugs,shuang,1.60E-03
bugs,simetrical+ff,1.60E-03
bugs,skydaemon80,1.60E-03
bugs,smaug,4.80E-03
bugs,smirkingsisyphus,3.20E-03
bugs,smontagu,3.20E-03
bugs,sspitzer,6.40E-03
bugs,standard8,1.60E-03
bugs,stdowa+bugzilla,1.60E-03
bugs,stefan.borggraefe,4.80E-03
bugs,stefanh,3.20E-03
bugs,steffen.wilberg,1.12E-02
bugs,stephen.donner,1.60E-03
bugs,stephend,3.20E-03
bugs,steven,1.60E-03
bugs,sujay,1.60E-03
bugs,supernova00,1.60E-03
bugs,surkov,3.20E-03
bugs,surkov.alexander,1.60E-03
bugs,syd,1.60E-03
bugs,tao,1.60E-03
bugs,timeless,8.00E-03
bugs,tmeader,1.60E-03
bugs,tonglebeak,1.60E-03
bugs,torben,1.60E-03
bugs,tpreston,1.60E-03
bugs,trudelle,1.12E-02
bugs,twalker,6.40E-03
bugs,varga,9.60E-03
bugs,verah,1.60E-03
bugs,verbal,1.60E-03
bugs,vikasb,1.60E-03
bugs,vishy,3.20E-03
bugs,vladimir,9.60E-03
bugs,vseerror,1.60E-03
bugs,vyv03354,1.60E-03
bugs,w.woods,1.60E-03
bugs,wchen,1.60E-03
bugs,wclouser,1.60E-03
bugs,wd,1.60E-03
bugs,webmail,4.80E-03
bugs,wfernandom2004,1.60E-03
bugs,winnie,1.60E-03
bugs,wkocher,1.60E-03
bugs,yuanyi21,1.60E-03
bugs,zuchy,1.60E-03
bugs+behnam,mozilla,1
bugs--mozilla.org,philringnalda,1
bugs.caleb,asaf,1.25E-01
bugs.caleb,bugs,1.25E-01
bugs.caleb,bzbarsky,1.25E-01
bugs.caleb,cbiesinger,1.25E-01
bugs.caleb,chase,1.25E-01
bugs.caleb,gavin.sharp,1.25E-01
bugs.caleb,nobody,1.25E-01
bugs.caleb,rrelyea,1.25E-01
bugs.cameron,gerv,1.67E-01
bugs.cameron,morgamic,3.33E-01
bugs.cameron,reed,1.67E-01
bugs.cameron,shaver,1.67E-01
bugs.cameron,wclouser,1.67E-01
bugs.mano,asaf,1.56E-01
bugs.mano,asituationist,3.13E-02
bugs.mano,bugs,3.13E-02
bugs.mano,bugzilla,3.13E-02
bugs.mano,dao,3.13E-02
bugs.mano,dveditz,3.13E-02
bugs.mano,gavin.sharp,3.13E-02
bugs.mano,jaas,3.13E-02
bugs.mano,jhpedemonte,9.38E-02
bugs.mano,masayuki,3.13E-02
bugs.mano,mbeltzner,6.25E-02
bugs.mano,mconnor,3.13E-02
bugs.mano,mkmelin+mozilla,3.13E-02
bugs.mano,mozillamarcia.knous,3.13E-02
bugs.mano,mscott,3.13E-02
bugs.mano,mwu,3.13E-02
bugs.mano,pamg.bugs,3.13E-02
bugs.mano,philringnalda,3.13E-02
bugs.mano,pkasting,3.13E-02
bugs.mano,roc,3.13E-02
bugs.mano,shaver,3.13E-02
bugs.mano,smontagu,3.13E-02
bugs.mano,steffen.wilberg,6.25E-02
bugs.mano,wladow,3.13E-02
bugs1m.wisefool,dwitte,1
bugs4hj,blm5300,1.00E-01
bugs4hj,bugzillamozillaorg_serge_20140323,1.00E-01
bugs4hj,bzbarsky,1.00E-01
bugs4hj,danm.moz,1.00E-01
bugs4hj,darin,1.00E-01
bugs4hj,doronr,1.00E-01
bugs4hj,dutch,1.00E-01
bugs4hj,guifeatures,1.00E-01
bugs4hj,jaggernaut,1.00E-01
bugs4hj,tabbed-browser,1.00E-01
bugs_mozilla_2q1889,ostgote,1
bugspam,gavin.sharp,1
